Clave,Descripción,Línea,Pub,MM,Cj,min
47500,VASO PRIMO 16 NEON AZUL C/20/20pz,DESEC,38.00,38.00,31.00,30.40
47540,VASO PRIMO 16 NEON NARANJA C/20/20pz,DESEC,38.00,38.00,31.00,30.40
47560,VASO PRIMO 16 NEON ROJO C/20/20pz,DESEC,38.00,38.00,31.00,30.40
47580,VASO PRIMO 16 NEON ROSA C/20/20pz,DESEC,38.00,38.00,31.00,30.40
47600,VASO PRIMO 16 NEON VERDE C/20/20pz,DESEC,38.00,38.00,31.00,30.40
43160,VASO SD8  8oz  C/20/50 SOLO,DESDA,165.00,165.00,155.00,155.00
48680,VASO TN20  SOLO C/20/50,DESDA,234.27,234.27,194.36,194.36
48700,VASO TP10-TP10D SOLO C/20/50,DESDA,135.07,135.07,112.06,112.06
48720,VASO TP12 SOLO C/20/50,DESDA,118.00,118.00,105.00,98.99
48719,VASO TP7 50 PZ C/20 PAQ SOLO,DESDA,110.42,110.42,94.06,91.61
48800,VASO TP9C-TP9D SOLO  C/20/50,DESDA,125.09,125.09,103.79,103.79
48820,VASO TP9R SOLO C/20/50,DESDA,140.30,140.30,116.39,116.39
48840,VASO TROPHY X12 BISTRO 12 SOLO C/10/100,DESDA,335.00,335.00,329.00,325.00
48860,VASO TROPHY X16 BISTRO 16 SOLO  c/15/50,DESDA,189.25,189.25,175.00,175.00
48880,VASO TROPHY X8  BISTRO 8 O SOLO C/10/100,DESDA,325.00,325.00,325.00,325.00
48900,VASO UR55-P550N  C/10/250 SOLO,DESDA,305.00,305.00,295.00,295.00
49260,VELA ANIMAL PRINT ROSA BCO MORADO 00970,ALEGR,18.00,18.00,16.50,12.50
49660,VELA BLANCA VERDE AMARILLO BRILLOS 0954,ALEGR,24.00,24.00,16.70,16.50
49203,VELA CARAMELO COLORES 24 PZ 60522,ALEGR,18.00,18.00,14.00,14.00
49040,VELA COLORES LUNARES COLORES C/12 84-129,ALEGR,25.00,25.00,19.00,19.00
49420,VELA DECORACION NIÑA REGAL CTP00623,FIEST,55.00,52.20,45.24,40.02
49440,VELA DECORCION PAPA NEGRO CTP00624,FIEST,35.00,34.80,30.16,26.68
49560,VELA DORADA 10.5cm CND1006,FIEST,28.00,28.00,19.49,19.00
49340,VELA ESPAGUETTI VER ROJA NARA 00952,ALEGR,24.00,20.18,18.10,16.01
49061,VELA ESPIRAL NEGRA BRILLOS 24PZ CND0856,ALEGR,15.00,13.46,12.06,10.67
49060,VELA ESPIRAL PLATA  00995,ALEGR,17.01,15.14,13.57,12.01
49080,VELA ESPIRAL ROSA AZUL 00855,FIEST,15.00,15.00,13.00,11.99
49480,VELA ESTRELLA FELIZ CUMPLE 4-0085,ALEGR,35.00,35.99,29.23,29.00
49120,VELA FELIZ COMPLEAÑOS 70-120,ALEGR,43.50,43.50,36.25,33.93
49004,VELA FLAMA COLOR PUNTO LINEA BDAY-PP-10,ALEGR,109.01,109.01,102.00,102.00
49640,VELA FRANJAS VERDE NARANJA 00956,ALEGR,35.99,35.99,25.06,24.50
49500,VELA IMPRESA COLORES CND0010,FIEST,28.00,28.00,18.10,18.00
49300,VELA LARGA ARCOIRIS 00863,ALEGR,26.00,23.55,21.11,18.68
49180,VELA MAGICA FIESTA ARTIFICIAL C/48,ALEGR,20.00,20.00,18.00,18.00
49200,VELA MUSICAL BM-901,ALEGR,30.00,30.00,26.00,26.00
49460,VELA NARANJA ROMBOS 0965,ALEGR,18.00,18.00,12.53,12.50
49010,VELA PALILLO CEBRA CIRCULO COLORE 84-056,ALEGR,39.00,39.00,33.50,33.50
49009,VELA REHILETE COLORES 84-048,ALEGR,39.00,39.00,33.50,33.50
49681,VERDE ESMERALDA TROPIC 12/1 KG,COLOT,255.00,255.00,235.00,225.01
49680,VERDE LIMON 100 EX B TROPIC,COLOT,34.22,34.22,31.59,30.26
49685,VERDE LIMON EXB  1 KG TROPIC,COLOT,255.00,255.00,242.00,225.01
49714,VINAGRE ARROZ 710ml/12 MIZKAN,ORIEN,105.00,105.00,94.00,94.00
49717,VINAGRE ARROZ PREP 333/6 MIZKAN,ORIEN,59.00,59.00,56.00,56.00
49715,VINAGRE ARROZ preparado 710m/12 MIZKAN,ORIEN,105.00,105.00,95.00,95.00
49716,VINAGRE ARROZ SP 333ml/6  MIZKAN,ORIEN,54.00,54.00,51.00,51.00
49711,VINAGRE BALSAMICO 1lt/12 PIANELLO,FOOD,129.00,129.00,118.00,118.00
49710,VINAGRE BALSAMICO C/12/250ml CARBONELL,ABAVI,62.00,62.00,58.00,54.00
49701,VINAGRE BLANCO CLEMENTE  MARCOS C/4,ABAVI,65.00,65.00,55.00,55.00
49700,VINAGRE BLANCO GALON C/4 COSTEÑA,ABAVI,41.00,41.00,37.00,37.00
49698,VINAGRE MANZANA  3.7lt/4  MARCOS CLEMTE,ABAVI,68.00,68.00,68.00,68.00
49705,VINAGRE manzana GALON C/4 COSTEÑA,ABAVI,55.00,55.00,52.00,52.00
26780,VINAGRE S/PREPARAR 3.8lt/4 MIZKAN,ORIEN,245.00,245.00,225.00,225.00
49712,VINAGRE VINO BLANCO 250ml/12 CARBONELL,ABAVI,60.00,60.00,52.00,52.00
49708,VINAGRE VINO TINTO 250 ml CARBONELL,ABAVI,65.00,65.00,59.00,59.00
Z1003,VINO BLANCO CALIFORNIA C/12/1,FOOD,88.00,88.00,88.00,88.00
Z100222,VINO BLANCO GALON CALIFORNIA C/2,ABAVI,445.00,445.00,435.00,435.00
49713,VINO DE ARROZ SHO CHIKU 750ml/12,ORIEN,235.00,235.00,221.00,221.00
Z1002,VINO TINTO DE CALIFORNIA C/12 1LT,FOOD,88.00,88.00,88.00,88.00
Z100221,VINO TINTO GALON CALIFORNIA C/2,ABAVI,455.00,455.00,455.00,455.00
49730,VIOLETA 100 GRS TROPIC,COLOT,73.71,73.71,68.05,65.20
49799,VITAFILM 25X1200 MR FRESH,ALUFO,320.00,320.00,305.00,305.00
49786,VITAFILM 30X100 PLASTI RICH CASTY C/12,ALUFO,45.00,45.00,42.00,42.00
49850,VITAFILM 30X1500 INIX PZ,ALUFO,695.00,695.00,695.00,695.00
49791,VITAFILM 30X2000 MASTER MR FRESH,ALUFO,705.00,705.00,644.99,644.99
48927,VITAFILM 30X2000 ROLLIPAK,ALUFO,735.00,735.00,715.00,715.00
49785,VITAFILM 30X30 PLASTI-RICH CASTY C/18,ALUFO,20.00,20.00,18.00,17.20
48922,VITAFILM 30X300 ROLLIPAK C/30pz,ALUFO,94.51,90.87,87.24,82.87
49790,VITAFILM 30X600 MR FRESH,ALUFO,125.00,125.00,110.00,105.00
48923,VITAFILM 30X600 ROLLIPAK C/6,ALUFO,115.00,115.00,110.00,100.00
48925,VITAFILM 38 CM ROLLIPAK,ALUFO,320.00,320.00,285.00,285.00
49792,VITAFILM 38X1200 MR FRESH,ALUFO,322.00,322.00,305.00,295.00
48926,VITAFILM 45 CM ROLLIPAK,ALUFO,330.00,330.00,320.00,305.00
49795,VITAFILM 45X1200 MR FRESH,ALUFO,354.99,354.99,335.00,325.00
5000,WASABI POLVO 1 KG,ORIEN,245.00,245.00,245.00,245.00
